Traffik,Bandwith,Throughput,Link Utilization,Jitter,Packet Los,Packet Loss
1200,1000,976,0.976,2.267,0/83,0
1200,1000,964,0.964,2.29,0/82,0
1200,1000,976,0.976,2.543,0/83,0
1200,1000,976,0.976,2.302,0/83,0
1200,1000,964,0.964,2.322,0/82,0
1200,1000,976,0.976,2.33,0/83,0
1200,1000,964,0.964,2.311,0/82,0
1200,1000,976,0.976,2.31,0/83,0
1200,1000,976,0.976,2.299,0/83,0
1200,1000,964,0.964,2.343,0/82,0
1200,1000,976,0.976,2.301,0/83,0
1200,1000,964,0.964,2.32,0/82,0
1200,1000,976,0.976,2.311,0/83,0
1200,1000,976,0.976,2.419,0/83,0
1200,1000,964,0.964,2.319,0/82,0
1200,1000,976,0.976,2.384,0/83,0
1200,1000,976,0.976,2.289,0/83,0
1200,1000,964,0.964,2.323,0/82,0
1200,1000,976,0.976,2.299,0/83,0
1200,1000,964,0.964,2.326,0/82,0
1200,1000,976,0.976,2.34,0/83,0
1200,1000,976,0.976,2.279,0/83,0
1200,1000,964,0.964,2.389,0/82,0
1200,1000,976,0.976,2.374,0/83,0
1200,1000,964,0.964,2.296,0/82,0
1200,1000,976,0.976,2.287,0/83,0
1200,1000,976,0.976,2.338,0/83,0
1200,1000,976,0.976,2.302,0/83,0
1200,1000,964,0.964,2.297,0/82,0
1200,1000,976,0.976,4.717,693/776,89
1200,1000,964,0.964,2.306,0/82,0
1200,1000,976,0.976,2.395,0/83,0
1200,1000,964,0.964,2.319,0/82,0
1200,1000,976,0.976,2.314,0/83,0
1600,1000,976,0.976,4.738,0/83,0
1600,1000,976,0.976,4.751,0/83,0
1600,1000,964,0.964,4.749,0/82,0
1600,1000,976,0.976,4.757,0/83,0
1600,1000,964,0.964,4.756,0/82,0
1600,1000,976,0.976,4.75,0/83,0
1600,1000,976,0.976,4.759,0/83,0
1600,1000,964,0.964,4.766,0/82,0
1600,1000,976,0.976,4.746,0/83,0
1600,1000,964,0.964,4.754,0/82,0
1600,1000,976,0.976,4.745,0/83,0
1600,1000,976,0.976,4.75,0/83,0
1600,1000,964,0.964,4.764,0/82,0
1600,1000,976,0.976,4.755,0/83,0
1600,1000,964,0.964,4.747,0/82,0
1600,1000,976,0.976,4.767,0/83,0
1600,1000,976,0.976,4.749,0/83,0
1600,1000,964,0.964,4.763,0/82,0
1600,1000,976,0.976,4.772,0/83,0
1600,1000,964,0.964,4.759,0/82,0
1600,1000,976,0.976,4.757,0/83,0
1600,1000,964,0.964,4.801,0/82,0
1600,1000,976,0.976,4.734,0/83,0
1600,1000,976,0.976,4.757,0/83,0
1600,1000,964,0.964,4.823,0/82,0
1600,1000,976,0.976,4.748,0/83,0
1600,1000,976,0.976,4.18,8/91,8.8
1600,1000,964,0.964,3.616,53/135,39
1600,1000,976,0.976,3.323,54/137,39
1600,1000,964,0.964,3.328,53/135,39
1600,1000,976,0.976,3.326,53/136,39
1600,1000,976,0.976,3.28,54/137,39
1600,1000,964,0.964,3.418,52/134,39
1600,1000,976,0.976,3.427,54/137,39
1600,1000,976,0.976,3.599,54/137,39
1600,1000,964,0.964,3.285,53/135,39
1600,1000,976,0.976,3.406,53/136,39
1600,1000,976,0.976,3.318,54/137,39
1600,1000,964,0.964,3.283,53/135,39
1600,1000,976,0.976,3.357,53/136,39
1600,1000,964,0.964,3.357,53/135,39
1600,1000,976,0.976,3.385,54/137,39
1600,1000,976,0.976,3.398,53/136,39
1600,1000,964,0.964,3.447,53/135,39
1600,1000,976,0.976,3.083,54/137,39
1600,1000,964,0.964,3.35,53/135,39
1600,1000,976,0.976,3.298,54/137,39
1600,1000,976,0.976,3.385,53/136,39
1600,1000,964,0.964,3.422,53/135,39
1600,1000,976,0.976,3.268,54/137,39
1600,1000,964,0.964,3.366,53/135,39
1600,1000,976,0.976,3.485,53/136,39
1600,1000,976,0.976,3.398,54/137,39
1600,1000,964,0.964,3.034,53/135,39
1600,1000,976,0.976,3.247,53/136,39
1600,1000,976,0.976,3.133,54/137,39
1600,1000,964,0.964,3.127,53/135,39
1600,1000,976,0.976,3.279,54/137,39
1600,1000,964,0.964,3.42,52/134,39
1600,1000,800,0.8,3.812,44/112,39
2000,1000,976,0.976,6.214,0/83,0
2000,1000,976,0.976,6.219,0/83,0
2000,1000,964,0.964,6.23,0/82,0
2000,1000,976,0.976,6.22,0/83,0
2000,1000,964,0.964,6.225,0/82,0
2000,1000,976,0.976,6.217,0/83,0
2000,1000,976,0.976,6.233,0/83,0
2000,1000,964,0.964,6.231,0/82,0
2000,1000,976,0.976,6.225,0/83,0
2000,1000,964,0.964,6.228,0/82,0
2000,1000,976,0.976,6.246,0/83,0
2000,1000,976,0.976,6.227,0/83,0
2000,1000,964,0.964,6.22,0/82,0
2000,1000,976,0.976,6.28,0/83,0
2000,1000,964,0.964,6.223,0/82,0
2000,1000,976,0.976,6.254,0/83,0
2000,1000,976,0.976,6.291,0/83,0
2000,1000,964,0.964,6.224,0/82,0
2000,1000,976,0.976,6.228,0/83,0
2000,1000,964,0.964,1.603,39/121,32
2000,1000,976,0.976,1.289,89/172,52
2000,1000,976,0.976,1.227,90/173,52
2000,1000,964,0.964,527.393,1714/1796,95
2000,1000,976,0.976,8.687,0/83,0
2000,1000,964,0.964,6.232,0/82,0
2000,1000,976,0.976,6.204,0/83,0
2000,1000,964,0.964,6.219,0/82,0
2000,1000,976,0.976,6.221,0/83,0
2000,1000,976,0.976,6.209,0/83,0
2000,1000,964,0.964,6.219,0/82,0
2000,1000,976,0.976,6.207,0/83,0
2000,1000,976,0.976,6.229,0/83,0
2000,1000,964,0.964,6.21,0/82,0
2000,1000,976,0.976,6.204,0/83,0
2000,1000,964,0.964,6.212,0/82,0
2000,1000,976,0.976,6.222,0/83,0
2000,1000,964,0.964,6.224,0/82,0
2000,1000,976,0.976,6.211,0/83,0
2000,1000,976,0.976,1.629,29/112,26
2000,1000,964,0.964,0.733,87/169,51
2000,1000,976,0.976,0.754,88/171,51
2000,1000,964,0.964,0.591,86/168,51
2000,1000,976,0.976,0.581,88/171,51
2000,1000,976,0.976,0.69,88/171,51
2000,1000,964,0.964,0.585,86/168,51
2000,1000,976,0.976,0.552,88/171,51
2000,1000,976,0.976,0.622,88/171,51
2000,1000,964,0.964,0.871,87/169,51
2000,1000,976,0.976,0.703,87/170,51
2000,1000,964,0.964,0.585,87/169,51
2000,1000,976,0.976,0.674,88/171,51
2000,1000,976,0.976,0.771,88/171,51
2000,1000,964,0.964,0.529,86/168,51
2000,1000,976,0.976,0.611,88/171,51
2000,1000,964,0.964,0.732,87/169,51
2000,1000,976,0.976,0.508,87/170,51
2000,1000,976,0.976,0.585,88/171,51
2000,1000,964,0.964,0.701,87/169,51
2000,1000,976,0.976,0.804,88/171,51
2000,1000,976,0.976,0.523,87/170,51
